Genero,Edad,RangoEdad,EstadoCivil,Tienda,Categoria,Precio
Hombre,38,Adulto,Casado,Centro de Lima,Programación,12
Mujer,44,Adulto,Casado,Magdalena,Nutricion,12
Mujer,40,Adulto,Casado,San Borja,Nutricion,16
Hombre,40,Adulto,Casado,Centro de Lima,Empresas,556
Hombre,54,Adulto,Soltero,San Borja,Novelas,328
Hombre,28,Joven,Casado,Miraflores,Literatura Universal,292
Hombre,38,Adulto,Soltero,Surquillo,Comics,124
Hombre,47,Adulto,Soltero,Miraflores,Autoayuda,166.67
Mujer,52,Adulto,Soltero,La Molina,Empresas,480
Mujer,18,Joven,Casado,San Juan de Miraflores,Autoayuda,256
Mujer,41,Adulto,Casado,Santiago de Surco,Empresas,57.6
Hombre,54,Adulto,Casado,Los Olivos,Academico,36.8
Hombre,47,Adulto,Casado,Magdalena,Humanidad,93.33
Hombre,33,Adulto,Soltero,Los Olivos,Novelas,88.8
Mujer,53,Adulto,Soltero,Magdalena,Autoayuda,102.4
Mujer,54,Adulto,Casado,Centro de Lima,Nutricion,164
Hombre,42,Adulto,Soltero,San Borja,Academico,139
Mujer,33,Adulto,Casado,Miraflores,Literatura Universal,274
Hombre,22,Joven,Soltero,San Borja,Comics,604
Mujer,32,Adulto,Casado,Miraflores,Novelas,216
Mujer,53,Adulto,Soltero,Magdalena,Historia,144
Mujer,50,Adulto,Casado,La Molina,Novelas,177.33
Hombre,45,Adulto,Casado,San Juan de Miraflores,Academico,26.4
Mujer,30,Joven,Soltero,Jesus Maria,Humanidad,10.4
Hombre,60,Adulto,Soltero,Jesus Maria,Historia,128
Hombre,40,Adulto,Soltero,Chorrillos,Novelas,604
Mujer,51,Adulto,Casado,Los Olivos,Literatura Universal,84
Hombre,56,Adulto,Soltero,Jesus Maria,Programación,368
Mujer,55,Adulto,Soltero,Surquillo,Literatura Universal,468
Mujer,51,Adulto,Soltero,La Molina,Empresas,150.67
Hombre,46,Adulto,Soltero,Santiago de Surco,Tecnologia,48
Mujer,18,Joven,Soltero,La Molina,Academico,197.33
Mujer,43,Adulto,Soltero,Miraflores,Historia,18
Mujer,20,Joven,Soltero,Miraflores,Humanidad,104
Hombre,49,Adulto,Casado,Magdalena,Autoayuda,40
Hombre,47,Adulto,Soltero,Magdalena,Literatura Universal,95.2
Hombre,44,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,8
Mujer,21,Joven,Soltero,La Molina,Historia,146.67
Mujer,22,Joven,Soltero,Santiago de Surco,Tecnologia,129.33
Mujer,24,Joven,Casado,San Borja,Empresas,67
Hombre,56,Adulto,Soltero,San Juan de Miraflores,Tecnologia,22.67
Hombre,53,Adulto,Casado,San Isidro,Literatura  Peruana,100
Mujer,25,Joven,Soltero,San Isidro,Literatura Universal,212
Hombre,27,Joven,Soltero,San Isidro,Empresas,87
Mujer,18,Joven,Soltero,San Juan de Miraflores,Historia,36
Mujer,52,Adulto,Soltero,San Juan de Miraflores,Empresas,39.2
Hombre,37,Adulto,Casado,Chorrillos,Programación,62
Mujer,56,Adulto,Casado,San Juan de Miraflores,Autoayuda,23
Mujer,34,Adulto,Casado,Jesus Maria,Literatura  Peruana,308
Mujer,41,Adulto,Casado,Magdalena,Literatura Universal,132
Hombre,58,Adulto,Soltero,Surquillo,Infantil,124
Hombre,52,Adulto,Soltero,Jesus Maria,Empresas,88
Mujer,42,Adulto,Casado,San Borja,Humanidad,37
Mujer,51,Adulto,Casado,La Molina,Academico,97.6
Mujer,39,Adulto,Soltero,Los Olivos,Empresas,92.8
Hombre,26,Joven,Soltero,Magdalena,Infantil,63.2
Hombre,45,Adulto,Soltero,Centro de Lima,Novelas,94
Hombre,47,Adulto,Casado,San Juan de Miraflores,Nutricion,37.6
Hombre,44,Adulto,Casado,San Juan de Miraflores,Academico,39
Mujer,27,Joven,Soltero,Centro de Lima,Literatura  Peruana,182
Mujer,20,Joven,Casado,Jesus Maria,Autoayuda,113.6
Hombre,39,Adulto,Casado,Chorrillos,Comics,189.33
Hombre,40,Adulto,Casado,La Molina,Humanidad,66.67
Mujer,41,Adulto,Casado,San Isidro,Novelas,628
Mujer,51,Adulto,Casado,Los Olivos,Infantil,320
Hombre,21,Joven,Casado,San Borja,Comics,86
Mujer,33,Adulto,Casado,Magdalena,Novelas,177.33
Hombre,27,Joven,Soltero,San Borja,Literatura  Peruana,250
Hombre,47,Adulto,Casado,Los Olivos,Academico,40
Hombre,26,Joven,Soltero,Miraflores,Empresas,160
Hombre,37,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,93.33
Hombre,57,Adulto,Soltero,Surquillo,Infantil,202.67
Hombre,36,Adulto,Casado,San Juan de Miraflores,Infantil,116
Hombre,50,Adulto,Casado,Miraflores,Literatura Universal,76
Mujer,39,Adulto,Soltero,Los Olivos,Empresas,88.8
Hombre,40,Adulto,Casado,Miraflores,Programación,36
Mujer,27,Joven,Soltero,Jesus Maria,Comics,208
Hombre,54,Adulto,Soltero,San Juan de Miraflores,Programación,105.6
Mujer,56,Adulto,Soltero,Miraflores,Novelas,412
Hombre,43,Adulto,Casado,San Isidro,Humanidad,152
Hombre,25,Joven,Soltero,Magdalena,Novelas,196
Hombre,28,Joven,Casado,San Juan de Miraflores,Novelas,99.2
Mujer,30,Joven,Soltero,Jesus Maria,Infantil,21.33
Hombre,28,Joven,Soltero,San Borja,Comics,44
Hombre,51,Adulto,Casado,San Juan de Miraflores,Humanidad,300
Hombre,41,Adulto,Soltero,Los Olivos,Literatura Universal,272
Hombre,47,Adulto,Casado,Centro de Lima,Comics,126
Mujer,23,Joven,Casado,Jesus Maria,Comics,276
Hombre,47,Adulto,Soltero,Santiago de Surco,Literatura Universal,82
Hombre,25,Joven,Casado,Chorrillos,Autoayuda,116
Hombre,51,Adulto,Soltero,San Borja,Tecnologia,50
Mujer,47,Adulto,Casado,San Borja,Infantil,64
Hombre,21,Joven,Casado,Los Olivos,Programación,152
Mujer,60,Adulto,Soltero,San Borja,Literatura Universal,68.8
Hombre,22,Joven,Casado,San Isidro,Academico,32
Mujer,33,Adulto,Casado,San Borja,Academico,54
Mujer,41,Adulto,Casado,Centro de Lima,Empresas,264
Mujer,46,Adulto,Casado,Chorrillos,Infantil,28.8
Mujer,57,Adulto,Soltero,Santiago de Surco,Academico,130
Mujer,43,Adulto,Casado,San Isidro,Nutricion,632
Hombre,19,Joven,Soltero,La Molina,Infantil,262
Hombre,35,Adulto,Soltero,Santiago de Surco,Literatura  Peruana,180
Mujer,44,Adulto,Soltero,Los Olivos,Humanidad,20.8
Mujer,29,Joven,Casado,San Borja,Academico,48
Mujer,32,Adulto,Soltero,San Isidro,Literatura  Peruana,176
Hombre,47,Adulto,Casado,Chorrillos,Autoayuda,139
Mujer,49,Adulto,Soltero,Centro de Lima,Infantil,18
Mujer,45,Adulto,Soltero,Jesus Maria,Novelas,118
Hombre,40,Adulto,Casado,Surquillo,Literatura  Peruana,30
Hombre,39,Adulto,Soltero,San Isidro,Autoayuda,28
Mujer,46,Adulto,Soltero,Surquillo,Comics,180
Hombre,28,Joven,Casado,Centro de Lima,Academico,144
Mujer,45,Adulto,Soltero,Santiago de Surco,Empresas,412
Mujer,51,Adulto,Casado,Surquillo,Programación,24
Hombre,43,Adulto,Casado,Jesus Maria,Historia,552
Mujer,38,Adulto,Soltero,Jesus Maria,Autoayuda,296
Mujer,21,Joven,Soltero,San Borja,Literatura  Peruana,564
Mujer,56,Adulto,Casado,San Borja,Literatura  Peruana,18.4
Hombre,33,Adulto,Soltero,Jesus Maria,Autoayuda,188
Mujer,54,Adulto,Casado,Los Olivos,Historia,7.2
Hombre,37,Adulto,Casado,Los Olivos,Historia,140
Hombre,52,Adulto,Soltero,Surquillo,Autoayuda,67
Mujer,21,Joven,Soltero,Jesus Maria,Tecnologia,180
Hombre,52,Adulto,Casado,Jesus Maria,Programación,146.67
Hombre,41,Adulto,Casado,La Molina,Literatura Universal,98.4
Mujer,57,Adulto,Casado,San Borja,Academico,248
Hombre,26,Joven,Soltero,Surquillo,Literatura  Peruana,47.2
Hombre,24,Joven,Casado,Jesus Maria,Historia,111
Mujer,44,Adulto,Casado,Surquillo,Literatura  Peruana,12
Mujer,55,Adulto,Soltero,Magdalena,Academico,40
Mujer,60,Adulto,Casado,Miraflores,Academico,126.67
Hombre,19,Joven,Soltero,San Isidro,Academico,126.67
Hombre,48,Adulto,Soltero,Los Olivos,Humanidad,98.67
Mujer,52,Adulto,Soltero,San Isidro,Historia,156
Hombre,59,Adulto,Soltero,Los Olivos,Autoayuda,100
Mujer,41,Adulto,Soltero,Los Olivos,Autoayuda,52
Hombre,28,Joven,Soltero,Chorrillos,Literatura  Peruana,584
Hombre,46,Adulto,Casado,Los Olivos,Programación,96
Mujer,49,Adulto,Soltero,Centro de Lima,Historia,74
Hombre,45,Adulto,Casado,Magdalena,Academico,9
Mujer,40,Adulto,Soltero,La Molina,Autoayuda,17.33
Mujer,18,Joven,Casado,Miraflores,Academico,242
Hombre,57,Adulto,Soltero,San Isidro,Comics,90.67
Mujer,31,Adulto,Casado,La Molina,Infantil,69
Hombre,20,Joven,Soltero,Jesus Maria,Literatura Universal,92
Mujer,25,Joven,Soltero,Santiago de Surco,Historia,104.8
Mujer,60,Adulto,Casado,Surquillo,Academico,256
Hombre,19,Joven,Casado,Surquillo,Literatura Universal,63
Hombre,19,Joven,Soltero,Chorrillos,Autoayuda,75
Hombre,39,Adulto,Soltero,La Molina,Novelas,42
Mujer,36,Adulto,Casado,Santiago de Surco,Programación,46.4
Mujer,56,Adulto,Soltero,Chorrillos,Humanidad,45.6
Hombre,29,Joven,Casado,San Juan de Miraflores,Tecnologia,80
Mujer,18,Joven,Casado,Chorrillos,Historia,276
Mujer,51,Adulto,Casado,San Juan de Miraflores,Infantil,12
Hombre,39,Adulto,Soltero,La Molina,Historia,262
Mujer,27,Joven,Casado,Santiago de Surco,Programación,612
Mujer,26,Joven,Casado,Los Olivos,Empresas,181.33
Mujer,41,Adulto,Soltero,Centro de Lima,Tecnologia,74.67
Mujer,31,Adulto,Soltero,Santiago de Surco,Historia,127.2
Hombre,23,Joven,Casado,Los Olivos,Nutricion,46.67
Hombre,50,Adulto,Soltero,Jesus Maria,Empresas,159
Mujer,44,Adulto,Casado,San Juan de Miraflores,Nutricion,152
Hombre,24,Joven,Soltero,Santiago de Surco,Academico,76
Hombre,19,Joven,Casado,Surquillo,Tecnologia,208
Hombre,58,Adulto,Casado,Centro de Lima,Empresas,88
Hombre,54,Adulto,Casado,San Borja,Comics,188
Mujer,20,Joven,Soltero,San Borja,Tecnologia,68
Hombre,20,Joven,Soltero,Santiago de Surco,Empresas,30.67
Hombre,25,Joven,Soltero,Los Olivos,Tecnologia,16
Mujer,46,Adulto,Casado,Miraflores,Humanidad,480
Hombre,53,Adulto,Casado,La Molina,Academico,260
Mujer,55,Adulto,Casado,La Molina,Autoayuda,496
Hombre,45,Adulto,Casado,Chorrillos,Infantil,428
Mujer,46,Adulto,Soltero,Santiago de Surco,Nutricion,52
Hombre,39,Adulto,Soltero,Centro de Lima,Programación,62
Mujer,46,Adulto,Soltero,San Borja,Literatura  Peruana,246
Mujer,35,Adulto,Soltero,Centro de Lima,Nutricion,124
Hombre,40,Adulto,Casado,Los Olivos,Empresas,80
Mujer,30,Joven,Soltero,Surquillo,Infantil,72
Hombre,49,Adulto,Casado,Centro de Lima,Nutricion,64
Mujer,48,Adulto,Casado,Centro de Lima,Infantil,18.67
Mujer,29,Joven,Soltero,Centro de Lima,Academico,74
Mujer,35,Adulto,Soltero,Miraflores,Infantil,258
Hombre,37,Adulto,Soltero,La Molina,Nutricion,61.33
Hombre,34,Adulto,Soltero,Miraflores,Infantil,212
Mujer,56,Adulto,Casado,Jesus Maria,Programación,76
Hombre,37,Adulto,Soltero,Magdalena,Literatura  Peruana,66
Hombre,48,Adulto,Soltero,Miraflores,Literatura  Peruana,67
Mujer,55,Adulto,Soltero,Chorrillos,Empresas,118
Hombre,40,Adulto,Casado,Santiago de Surco,Humanidad,68
Mujer,25,Joven,Soltero,Surquillo,Empresas,98.67
Hombre,49,Adulto,Casado,Magdalena,Literatura Universal,116.8
Mujer,38,Adulto,Soltero,Miraflores,Autoayuda,112
Mujer,59,Adulto,Soltero,Miraflores,Infantil,84
Mujer,38,Adulto,Soltero,Santiago de Surco,Literatura  Peruana,564
Mujer,21,Joven,Casado,Jesus Maria,Literatura Universal,22
Mujer,19,Joven,Casado,Magdalena,Academico,154.67
Hombre,18,Joven,Soltero,La Molina,Empresas,184
Hombre,43,Adulto,Casado,Miraflores,Empresas,85.6
Hombre,57,Adulto,Soltero,Los Olivos,Academico,146.67
Mujer,47,Adulto,Casado,San Isidro,Tecnologia,97.33
Mujer,44,Adulto,Casado,Centro de Lima,Historia,13
Mujer,50,Adulto,Casado,San Borja,Infantil,150.67
Mujer,53,Adulto,Soltero,Miraflores,Programación,63.2
Mujer,35,Adulto,Casado,La Molina,Humanidad,155
Hombre,40,Adulto,Soltero,Miraflores,Infantil,306
Mujer,34,Adulto,Soltero,La Molina,Novelas,512
Mujer,41,Adulto,Casado,La Molina,Literatura Universal,262
Hombre,59,Adulto,Casado,San Isidro,Empresas,38.4
Hombre,37,Adulto,Casado,Los Olivos,Academico,125.6
Mujer,23,Joven,Casado,Miraflores,Tecnologia,23.2
Hombre,24,Joven,Soltero,Los Olivos,Historia,123
Mujer,26,Joven,Casado,La Molina,Autoayuda,580
Mujer,32,Adulto,Casado,Magdalena,Academico,61
Hombre,41,Adulto,Soltero,La Molina,Nutricion,112
Mujer,60,Adulto,Soltero,San Borja,Autoayuda,84
Hombre,56,Adulto,Casado,La Molina,Infantil,161.33
Mujer,26,Joven,Casado,Los Olivos,Novelas,222
Mujer,18,Joven,Soltero,Miraflores,Literatura Universal,169.33
Mujer,31,Adulto,Soltero,Surquillo,Historia,72
Hombre,44,Adulto,Soltero,Centro de Lima,Autoayuda,42.4
Mujer,53,Adulto,Soltero,Santiago de Surco,Nutricion,30
Mujer,56,Adulto,Casado,Chorrillos,Literatura Universal,111.2
Hombre,29,Joven,Soltero,San Juan de Miraflores,Comics,170
Hombre,40,Adulto,Soltero,San Borja,Programación,59
Hombre,36,Adulto,Soltero,Santiago de Surco,Empresas,112
Hombre,47,Adulto,Casado,Santiago de Surco,Nutricion,212
Hombre,33,Adulto,Soltero,Jesus Maria,Comics,41
Hombre,40,Adulto,Soltero,Jesus Maria,Humanidad,65
Hombre,60,Adulto,Casado,Miraflores,Nutricion,45.33
Hombre,26,Joven,Casado,Chorrillos,Comics,136
Hombre,49,Adulto,Casado,Santiago de Surco,Empresas,296
Hombre,60,Adulto,Casado,Surquillo,Academico,98.4
Hombre,30,Joven,Casado,San Juan de Miraflores,Novelas,48
Mujer,21,Joven,Casado,Santiago de Surco,Empresas,27.2
Hombre,55,Adulto,Soltero,San Borja,Programación,56
Mujer,30,Joven,Soltero,Los Olivos,Tecnologia,128
Mujer,47,Adulto,Casado,Chorrillos,Programación,34
Hombre,27,Joven,Casado,Miraflores,Historia,540
Hombre,43,Adulto,Casado,San Borja,Infantil,284
Mujer,30,Joven,Casado,Santiago de Surco,Infantil,212
Mujer,35,Adulto,Casado,San Juan de Miraflores,Autoayuda,85.6
Mujer,30,Joven,Soltero,Magdalena,Comics,142.67
Hombre,41,Adulto,Soltero,Chorrillos,Infantil,29.33
Hombre,41,Adulto,Casado,Surquillo,Infantil,61
Mujer,23,Joven,Casado,San Juan de Miraflores,Literatura Universal,39
Mujer,33,Adulto,Casado,Centro de Lima,Novelas,22
Hombre,54,Adulto,Casado,Los Olivos,Infantil,94.4
Hombre,20,Joven,Soltero,San Isidro,Tecnologia,62.4
Hombre,50,Adulto,Casado,San Borja,Empresas,368
Mujer,22,Joven,Soltero,Magdalena,Nutricion,242
Hombre,53,Adulto,Soltero,San Borja,Infantil,116
Hombre,31,Adulto,Soltero,San Isidro,Literatura  Peruana,57.6
Mujer,31,Adulto,Casado,Jesus Maria,Historia,604
Mujer,24,Joven,Soltero,Surquillo,Infantil,161.33
Mujer,39,Adulto,Casado,Jesus Maria,Novelas,124
Hombre,34,Adulto,Soltero,Santiago de Surco,Literatura Universal,110.67
Mujer,28,Joven,Soltero,Santiago de Surco,Academico,159
Hombre,41,Adulto,Soltero,Centro de Lima,Academico,105.6
Mujer,25,Joven,Soltero,Chorrillos,Historia,89.6
Mujer,38,Adulto,Soltero,San Borja,Historia,9
Hombre,42,Adulto,Soltero,Miraflores,Humanidad,98
Mujer,22,Joven,Soltero,Chorrillos,Humanidad,256
Hombre,36,Adulto,Soltero,San Borja,Empresas,82.67
Hombre,41,Adulto,Soltero,La Molina,Programación,138
Hombre,21,Joven,Casado,Miraflores,Literatura Universal,130
Hombre,37,Adulto,Soltero,Miraflores,Tecnologia,28
Hombre,19,Joven,Casado,La Molina,Academico,194
Mujer,47,Adulto,Soltero,Jesus Maria,Humanidad,78
Mujer,22,Joven,Casado,Los Olivos,Humanidad,218
Mujer,53,Adulto,Casado,San Isidro,Historia,108
Hombre,26,Joven,Casado,Magdalena,Tecnologia,109.6
Mujer,58,Adulto,Soltero,Santiago de Surco,Nutricion,84
Mujer,42,Adulto,Casado,Miraflores,Academico,75.2
Hombre,44,Adulto,Soltero,Chorrillos,Humanidad,216
Mujer,51,Adulto,Soltero,Santiago de Surco,Empresas,588
Hombre,37,Adulto,Soltero,Magdalena,Novelas,39.2
Hombre,30,Joven,Casado,Centro de Lima,Autoayuda,266
Hombre,60,Adulto,Soltero,La Molina,Academico,56
Hombre,51,Adulto,Casado,Santiago de Surco,Humanidad,376
Hombre,53,Adulto,Casado,Chorrillos,Infantil,46.4
Mujer,49,Adulto,Casado,Surquillo,Empresas,46
Hombre,35,Adulto,Casado,San Isidro,Humanidad,328
Hombre,49,Adulto,Soltero,Chorrillos,Literatura Universal,60
Mujer,20,Joven,Soltero,La Molina,Infantil,11.2
Mujer,33,Adulto,Soltero,Chorrillos,Literatura  Peruana,308
Hombre,59,Adulto,Casado,Santiago de Surco,Humanidad,113.33
Hombre,35,Adulto,Casado,La Molina,Comics,318
Mujer,60,Adulto,Soltero,La Molina,Autoayuda,254
Mujer,24,Joven,Soltero,San Isidro,Nutricion,250
Mujer,51,Adulto,Soltero,Centro de Lima,Programación,324
Hombre,22,Joven,Soltero,Miraflores,Academico,18
Hombre,32,Adulto,Casado,San Juan de Miraflores,Nutricion,54.67
Mujer,54,Adulto,Casado,Magdalena,Programación,244
Hombre,56,Adulto,Casado,Surquillo,Empresas,456
Mujer,25,Joven,Soltero,La Molina,Literatura Universal,116
Mujer,47,Adulto,Soltero,Centro de Lima,Academico,100
Hombre,33,Adulto,Soltero,Magdalena,Programación,38
Mujer,49,Adulto,Casado,San Borja,Nutricion,268
Hombre,49,Adulto,Casado,Centro de Lima,Novelas,246
Mujer,40,Adulto,Soltero,Centro de Lima,Comics,504
Hombre,47,Adulto,Casado,Los Olivos,Comics,98.4
Mujer,56,Adulto,Casado,San Juan de Miraflores,Literatura Universal,93
Mujer,37,Adulto,Soltero,Chorrillos,Novelas,185.33
Hombre,60,Adulto,Soltero,Jesus Maria,Humanidad,288
Hombre,58,Adulto,Casado,Jesus Maria,Historia,24
Mujer,50,Adulto,Casado,Santiago de Surco,Academico,106
Hombre,56,Adulto,Soltero,Jesus Maria,Comics,60
Mujer,44,Adulto,Soltero,San Borja,Comics,150
Hombre,44,Adulto,Soltero,Chorrillos,Infantil,28
Mujer,46,Adulto,Casado,Surquillo,Literatura Universal,206.67
Hombre,21,Joven,Soltero,Centro de Lima,Humanidad,169.33
Mujer,58,Adulto,Soltero,San Borja,Comics,60
Mujer,51,Adulto,Soltero,San Borja,Programación,236
Mujer,52,Adulto,Casado,Jesus Maria,Autoayuda,298
Mujer,34,Adulto,Casado,Centro de Lima,Literatura Universal,258
Mujer,25,Joven,Soltero,Jesus Maria,Literatura Universal,20
Hombre,24,Joven,Soltero,Centro de Lima,Tecnologia,90
Mujer,50,Adulto,Soltero,Chorrillos,Autoayuda,24
Mujer,53,Adulto,Casado,Miraflores,Novelas,68
Mujer,35,Adulto,Casado,Surquillo,Literatura Universal,61.6
Mujer,38,Adulto,Soltero,Santiago de Surco,Empresas,52
Mujer,54,Adulto,Casado,Jesus Maria,Academico,226
Hombre,27,Joven,Casado,San Borja,Tecnologia,76
Hombre,42,Adulto,Soltero,San Borja,Literatura  Peruana,104
Hombre,57,Adulto,Casado,La Molina,Nutricion,40
Hombre,49,Adulto,Casado,La Molina,Academico,102.4
Mujer,40,Adulto,Casado,Miraflores,Autoayuda,145.33
Hombre,47,Adulto,Casado,Santiago de Surco,Nutricion,204
Mujer,46,Adulto,Soltero,Magdalena,Historia,54.4
Mujer,33,Adulto,Casado,San Juan de Miraflores,Historia,84.8
Hombre,53,Adulto,Casado,Chorrillos,Comics,24
Hombre,57,Adulto,Soltero,San Borja,Novelas,206
Hombre,33,Adulto,Soltero,San Juan de Miraflores,Autoayuda,43.2
Mujer,20,Joven,Casado,San Isidro,Infantil,11.2
Mujer,28,Joven,Casado,Jesus Maria,Nutricion,125.6
Mujer,38,Adulto,Soltero,Santiago de Surco,Programación,230
Hombre,22,Joven,Soltero,Los Olivos,Academico,212
Hombre,30,Joven,Soltero,Santiago de Surco,Historia,44
Mujer,32,Adulto,Soltero,Chorrillos,Historia,516
Hombre,49,Adulto,Soltero,Magdalena,Literatura  Peruana,16
Mujer,54,Adulto,Soltero,San Borja,Historia,144
Hombre,42,Adulto,Soltero,San Borja,Literatura Universal,24.8
Hombre,49,Adulto,Soltero,Surquillo,Nutricion,25.33
Hombre,59,Adulto,Soltero,San Isidro,Novelas,26
Mujer,54,Adulto,Soltero,Surquillo,Historia,148
Hombre,60,Adulto,Soltero,Surquillo,Comics,84
Mujer,25,Joven,Soltero,Jesus Maria,Comics,61
Hombre,47,Adulto,Casado,Santiago de Surco,Tecnologia,512
Mujer,25,Joven,Casado,Los Olivos,Comics,452
Mujer,44,Adulto,Casado,San Juan de Miraflores,Infantil,120
Hombre,28,Joven,Casado,Jesus Maria,Comics,184
Hombre,31,Adulto,Casado,San Borja,Empresas,149.33
Mujer,60,Adulto,Casado,La Molina,Tecnologia,208
Mujer,51,Adulto,Casado,Los Olivos,Novelas,286
Hombre,23,Joven,Soltero,Santiago de Surco,Academico,440
Mujer,31,Adulto,Soltero,Magdalena,Comics,47
Hombre,36,Adulto,Soltero,San Borja,Tecnologia,176
Mujer,27,Joven,Casado,Chorrillos,Nutricion,16
Hombre,23,Joven,Casado,Chorrillos,Academico,20
Mujer,42,Adulto,Casado,Miraflores,Humanidad,188
Mujer,44,Adulto,Soltero,Miraflores,Comics,58.67
Hombre,40,Adulto,Casado,Santiago de Surco,Historia,240
Mujer,35,Adulto,Casado,San Juan de Miraflores,Academico,106
Mujer,32,Adulto,Soltero,San Borja,Programación,189.33
Hombre,43,Adulto,Casado,San Juan de Miraflores,Infantil,26.4
Mujer,40,Adulto,Casado,La Molina,Infantil,128
Mujer,59,Adulto,Soltero,Chorrillos,Tecnologia,300
Hombre,38,Adulto,Soltero,La Molina,Nutricion,162
Hombre,30,Joven,Soltero,La Molina,Humanidad,73.33
Hombre,56,Adulto,Casado,La Molina,Tecnologia,32.8
Hombre,42,Adulto,Soltero,Surquillo,Comics,143
Hombre,19,Joven,Casado,Miraflores,Historia,31
Mujer,31,Adulto,Casado,Chorrillos,Empresas,288
Hombre,56,Adulto,Soltero,Centro de Lima,Comics,28.8
Hombre,21,Joven,Soltero,Surquillo,Literatura Universal,64
Mujer,40,Adulto,Casado,Magdalena,Comics,84
Hombre,45,Adulto,Casado,Jesus Maria,Programación,114.4
Hombre,59,Adulto,Casado,Miraflores,Tecnologia,220
Hombre,37,Adulto,Casado,Magdalena,Literatura Universal,48
Mujer,51,Adulto,Casado,Santiago de Surco,Comics,49
Mujer,45,Adulto,Casado,La Molina,Humanidad,95.2
Mujer,51,Adulto,Soltero,Magdalena,Literatura Universal,172
Mujer,46,Adulto,Casado,Los Olivos,Programación,121.6
Mujer,57,Adulto,Casado,Chorrillos,Infantil,27.2
Mujer,31,Adulto,Soltero,Los Olivos,Academico,198.67
Mujer,20,Joven,Casado,Santiago de Surco,Novelas,118
Hombre,27,Joven,Casado,Surquillo,Programación,136
Hombre,26,Joven,Soltero,La Molina,Historia,42.67
Mujer,54,Adulto,Soltero,Jesus Maria,Humanidad,126
Hombre,27,Joven,Casado,San Borja,Humanidad,30.4
Hombre,54,Adulto,Soltero,San Juan de Miraflores,Infantil,282
Mujer,32,Adulto,Casado,San Isidro,Literatura  Peruana,120
Mujer,45,Adulto,Soltero,La Molina,Tecnologia,134
Mujer,27,Joven,Soltero,Miraflores,Tecnologia,69.33
Mujer,46,Adulto,Casado,Surquillo,Literatura Universal,46.67
Hombre,40,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,552
Hombre,33,Adulto,Soltero,Miraflores,Humanidad,92
Mujer,54,Adulto,Soltero,Miraflores,Academico,160
Hombre,25,Joven,Casado,La Molina,Literatura Universal,52
Hombre,30,Joven,Casado,Magdalena,Humanidad,189.33
Mujer,20,Joven,Soltero,San Juan de Miraflores,Autoayuda,65
Mujer,51,Adulto,Soltero,San Isidro,Historia,532
Hombre,36,Adulto,Soltero,Chorrillos,Tecnologia,132
Hombre,39,Adulto,Casado,San Borja,Academico,29.33
Mujer,41,Adulto,Soltero,Surquillo,Autoayuda,95.2
Mujer,41,Adulto,Casado,Miraflores,Tecnologia,15.2
Mujer,52,Adulto,Casado,Surquillo,Comics,119
Hombre,57,Adulto,Soltero,La Molina,Humanidad,144
Hombre,34,Adulto,Soltero,Magdalena,Programación,226
Mujer,37,Adulto,Soltero,Los Olivos,Academico,38
Hombre,38,Adulto,Soltero,Miraflores,Academico,144
Mujer,32,Adulto,Casado,Surquillo,Autoayuda,48
Mujer,43,Adulto,Soltero,Centro de Lima,Humanidad,332
Hombre,41,Adulto,Casado,Magdalena,Academico,68
Mujer,56,Adulto,Casado,Surquillo,Tecnologia,60
Mujer,53,Adulto,Soltero,Magdalena,Humanidad,170
Hombre,46,Adulto,Casado,San Juan de Miraflores,Infantil,70.67
Hombre,38,Adulto,Soltero,Chorrillos,Academico,21
Hombre,43,Adulto,Casado,Miraflores,Infantil,66.67
Hombre,59,Adulto,Soltero,San Borja,Infantil,66
Mujer,39,Adulto,Soltero,Jesus Maria,Autoayuda,388
Mujer,21,Joven,Casado,La Molina,Literatura Universal,244
Mujer,56,Adulto,Soltero,Magdalena,Literatura Universal,89.33
